FIPS,Number,lon,lat,StreetAddress,City,State,ZipCode,LocationName,LocationType,CountyName
12073,941269,-84.2967914,30.4761654,2639 North Monroe St,Tallahassee,FL,32303,Caribbean Florida Water Science Center - Tallahassee Field office,Field Station,Leon
12087,723438,-80.99998,24.731436,10 Parachute Key,Homestead,FL,33034,USGS Everglades Research Offices,Field Station,Monroe
12095,941444,-81.192896,28.58924,12703 Research Parkway,Orlando,FL,32826,Caribbean-Florida Water Science Center - Orlando Office,Field Station,Orange
12101,721758,-82.380819,28.223821,4446 Pet Lane,Lutz,FL,33559,Caribbean-Florida Water Science Center - Florida Office,Science Center,Pasco
12103,947316,-82.63815,27.763967,600 4th Street South,St. Petersburg,FL,33701,USGS-St. Petersburg Carbon Analytical Laboratory,Laboratory,Pinellas
12103,721831,-82.6380207,27.7636688,600 4th Street South,St. Petersburg,FL,33701,St. Petersburg Coastal and Marine Science Center,Science Center,Pinellas
13051,726672,-81.1254958,32.0568362,765 Alligator Alley,Hardeeville,SC,29927,South Atlantic Water Science Center - Georgia: Savannah Field Office,Field Station,Chatham
13067,721754,-84.488984,33.921464,1770 Corporate Drive,Norcross,GA,30093,"South Atlantic Water Science Center - Norcross, GA Office",Science Center,Cobb
13277,727746,-83.487085,31.4468211,1890 Fletcher Road,Tifton,GA,31794,"South Atlantic Water Science Center - Tifton, GA Field Office",Field Station,Tift
15001,949146,-155.0718142,19.7223183,1266 Kamehameha Ave,Hilo,HI,96720,Hawaiian Volcano Observatory,Observatory,Hawaii
15003,723413,-157.9627982,21.3658911,1845 Wasp Blvd,Honolulu,HI,96818,O'ahu Field Station,Field Station,Honolulu
15003,725148,-157.946006,21.350957,"1845 Wasp Blvd., B176",Honolulu,HI,96818,Pacific Islands Water Science Center,Science Center,Honolulu
15003,909207,-157.8623345,21.3034692,300 Ala Moana Blvd,Honolulu,HI,96850,"National Wildlife Health Center, Honolulu Field Station",Field Station,Honolulu
15003,723491,-157.8166145,21.2981408,2525 Correa Rd,Honolulu,HI,96822,Pacific Islands Climate Adaptation Science Center,Science Center,Honolulu
16001,904540,-116.213081,43.604977,970 South Lusk Street,Boise,ID,83706,Forest and Rangeland Ecosystem Science Center (FRESC) Snake River Field Station,Field Station,Ada
16001,721311,-116.1892776,43.6173775,230 Collins Rd.,Boise,ID,83702-4520,Idaho Water Science Center,Science Center,Ada
16001,726671,-116.1892776,43.6173775,230 Collins Rd.,Boise,ID,83702,Idaho Water Science Center - Boise Field Office,Field Station,Ada
16001,727016,-116.1892776,43.6173775,230 Collins Road,Boise,ID,83702,Idaho Water Science Center - Groundwater Training Facility,Field Station,Ada
16019,741491,-112.046685,43.516404,1955 Fremont Avenue,Idaho Falls,ID,83415,Idaho Water Science Center - Idaho National Laboratory Project Office,Field Station,Bonneville
16019,741490,-112.0383037,43.4951706,366 D Street,Idaho Falls,ID,83405,Idaho Water Science Center - Idaho Falls Field Office,Field Station,Bonneville
16055,726675,-117.007433,47.700047,721 Lochsa Street,Post Falls,ID,83854,Idaho Water Science Center - Post Falls Field Office,Field Station,Kootenai
16057,915337,-117.014806,46.730066,College of Natural Resources,Moscow,ID,83844,Idaho Cooperative Fish And Wildlife Research Unit,Coop Unit,Kootenai
17019,721700,-88.2244675,40.1158924,405 N. Goodwin Ave.,Urbana,IL,61801,Illinois Water Science Center,Science Center,Champaign
17037,926170,-88.724147,41.9124989,650 Peace Road,DeKalb,IL,60115,Northern Illinois Field Office - DeKalb,Field Station,DeKalb
17081,926169,-88.898684,38.3177513,105 South 6th Street,Mt Vernon,IL,62864,Southern Illinois Field Office - Mt. Vernon,Field Station,Jackson
18097,721705,-86.26607,39.876695,5957 Lakeside Blvd,Indianapolis,IN,46278,Indiana - Indianapolis Office,Science Center,Marion
18127,928794,-87.047,41.6143,1574 North 300 East,Chesterton,IN,46304,Lake Michigan Ecological Research Station,Field Station,Porter
19103,721707,-91.534175,41.6570871,400 S Clinton St,Iowa City,IA,52240,Iowa Water Science Center,Science Center,Johnson
19155,926171,-95.852993,41.257082,8 South 6th Street,Council Bluffs,IA,51501,Western Iowa Field Office - Council Bluffs,Field Station,Pottawattamie
19187,926172,-94.192107,42.5082235,407 North 5th Street,Fort Dodge,IA,50501,Central Iowa Field Office - Fort Dodge,Field Station,Webster
20035,725151,-97.1094837,37.2591916,"7920 West Kellogg, Suite 4",Wichita,KS,67209,Wichita Field Office,Field Station,Coffey
20045,721693,-95.309512,38.9633266,1217 Biltmore Drive,Lawrence,KS,66049,Kansas Water Science Center,Science Center,Douglas
20045,725150,-95.309512,38.9633266,1217 Biltmore Drive,Lawrence,KS,66049,Organic Geochemistry Research Laboratory (OGRL),Laboratory,Douglas
20051,725153,-99.2992506,38.8692308,1204 Canterbury Drive,Hays,KS,67601,Hays Field Office,Field Station,Douglas
21035,725339,-88.3377486,36.6173734,2009 College Farm Road,Murray,KY,42071,Kentucky - Murray Field Office,Science Center,Calloway
21111,955717,-85.57176,38.221336,9818 Bluegrass Parkway,Louisville,KY,40299,Ohio-Kentucky-Indiana Water Science Center,Science Center,Jefferson
21111,721711,-85.5717548,38.2213289,9818 Bluegrass Parkway,Louisville,KY,40299,Kentucky Water Science Center,Science Center,Jefferson
21111,725152,-85.5717548,38.2213289,9818 Bluegrass Parkway,Louisville,KY,40299,Kentucky - Louisville Office,Science Center,Jefferson
21235,725158,-84.1718485,36.7332982,50 Main Street,Williamsburg,KY,40769,Kentucky - Williamsburg Field Office,Science Center,Webster
22033,721736,-91.0513794,30.4211835,3535 South Sherwood Forest Blvd.,Baton Rouge,LA,70816,"Lower Mississippi-Gulf Water Science Center - Baton Rouge, LA Office",Science Center,East Baton Rouge
22033,896512,-91.0513794,30.4211835,3535 South Sherwood Forest Blvd. Suite 120,Baton Rouge,LA,70816, Louisiana Water Science Center,Program Office,East Baton Rouge
22055,718350,-92.0470212,30.2275713,700 Cajundome Blvd.,Lafayette,LA,70506-3152,"Wetland and Aquatic Research Center - Lafayette, LA ",Science Center,Lafayette
22061,729833,-92.674521,32.5076197,3095 W California Ave,Ruston,LA,71270,"Lower Mississippi-Gulf Water Science Center - Ruston, LA Office",Field Station,Lincoln
22061,896513,-92.674521,32.5076197,3095 West California Ave.,Ruston,LA,71270,Ruston Program Office,Science Center,Lincoln
22115,896514,-93.210028,31.030965,1727 23rd Street,Fort Polk South,LA,71459,Fork Polk Project Office,Program Office,Vernon
23011,723221,-69.8092397,44.3044717,196 Whitten Rd,Augusta,ME,4330,New England Water Science Center - Maine Office,Science Center,Kennebec
24005,718219,-76.7132992,39.2478982,5522 Research Park Drive,Catonsville,MD,21228,MD-DE-DC Water Science Center,Science Center,Baltimore
24005,943745,-76.7132992,39.2478982,5522 Research Park Drive,Baltimore,MD,21228,Chesapeake Bay Activities,Science Center,Baltimore
24033,726663,-76.9220123,39.0274353,10300 Baltimore Avenue,Beltsville,MD,20705,Patuxent Wildlife Research Center - Beltsville Lab,Field Station,Prince George's
24033,723203,-76.869106,39.093074,12100 Beech Forest Road,Laurel,MD,20708-4039,Patuxent Wildlife Research Center,Science Center,Prince George's
25001,722340,-70.6506313,41.5333426,384 Woods Hole Rd.,Woods Hole,MA,2543,Woods Hole Coastal and Marine Science Center,Science Center,Barnstable
25011,729133,-72.56962,42.59827,1 Migratory Way,Turners Falls,MA,1376,USGS S.O. Conte Anadromous Research Center,Field Station,Franklin
25011,741289,-72.56962,42.59827,One Migratory Way,Turners Falls,MA,1376,LSC Conte Anadromous Fish Laboratory,Laboratory,Franklin
25015,723468,-72.5244919,42.3896234,611 N Pleasant St,Amherst,MA,1003,Northeast Climate Adaptation Science Center,Science Center,Hampshire
25027,721768,-71.6347953,42.3408502,10 Bearfoot Road,Northborough,MA,1532,New England Water Science Center - Massachusetts/Rhode Island Office,Science Center,Worcester
26039,729803,-84.70315,44.713286,1955 Hartwick Pines Road,Grayling,MI,49738,"Upper Midwest Water Science Center - Grayling, Mich., Field Office",Field Station,Crawford
26041,729802,-87.0702066,45.7455021,1601 Ludington Street,Escanaba,MI,49829,"Upper Midwest Water Science Center - Escanaba, Mich., Field Office",Field Station,Delta
26065,723832,-84.5361103,42.6642782,5840 Enterprise Drive,Lansing,MI,48911-4107,Michigan Bacteriological Research Laboratory (MI-BaRL),Laboratory,Ingham
26065,721713,-84.536061,42.664347,5840 Enterprise Drive,Lansing,MI,48911-4107,"Upper Midwest Water Science Center - Lansing, Mich., Office",Science Center,Ingham
26065,729837,-84.536061,42.664347,5840 Enterprise Drive,Lansing,MI,48911-4107,"Upper Midwest Water Science Center - Lansing, Mich., Field Office",Field Station,Ingham
